LearningArea,Subject,Pathway,Sequence,Level,AchStd
Auslan,Auslan,First Language Learner Pathway,Years F–10 Sequence,Years 3 and 4,"
      By the end of Year 4, students communicate with each other, the teaching team and others about aspects of their personal worlds, daily routines, preferences and pastimes at school and in the Deaf community. They show aspectual marking on verbs to indicate frequency when communicating about daily routines, for example pro3 tap-shoulder-repeatedly, and use modifications to show manner when describing actions and activities. They initiate and maintain interaction by using discourse markers such as fillers, checking and clarifying their understanding. They contribute to class activities and shared learning tasks that involve transacting, planning and problem-solving, for example, by giving and following directions, LIBRARY IN DS: turn-right  AUSLAN DICTIONARY DS: fat-book  SHELF++ THAT. PLEASE BRING-me, expressing preferences, asking for clarification and using persuasive language PLEASE POPCORN GIVE-me++ BEG? They use appropriate cultural protocols in different situations, for example, to gain the attention of a group, such as flashing lights, waving, multiple tapping or foot stomping in some contexts, waiting for eye contact or pauses in signing and walking between signers without interrupting them. They paraphrase information from a variety of Auslan texts and sources used in school and in the Deaf community. They recall specific points of information and recount main points in correct sequence EVERY MONDAY POSS1 CLASS LIST-BUOY-1 READING LIST-BUOY-2 MATHS LIST-BUOY-3 SWIMMING. They plan, rehearse and deliver short presentations about topics such as cultural activities or events in the Deaf community, with the support of materials such as photos, props, timelines or maps. They take into account the purpose and intended audience of a text. They view imaginative texts such as stories, poems and theatre performances, identifying how signers represent their own or others’ actions through constructed action (CA). They create simple imaginative texts of their own, using CA to represent their own or other people’s actions, thoughts, feelings or attitudes. They create signed class translations, for example, of repeated lines in familiar children’s stories, and simple bilingual texts for the classroom or school community, such as posters or bilingual picture dictionaries. Students identify places that are important to the Deaf community and describe how such places evoke a sense of belonging and pride. They recognise that the single most unifying factor of the community is the use of Auslan; and they describe ways in which Auslan and associated communicative and cultural behaviours are similar to or different from wider community spoken languages and forms of cultural expression.
      Students demonstrate how the formational elements of handshapes and their orientation, movement, location and non-manual features can be arranged in signs, identifying, for example, whether a sign is body anchored or not, or is single, double or two-handed. They know the functions of different pointing signs, such as pronouns, determiners or locatives; and can identify examples of signers using a location to refer to a previous referent. They use metalanguage to talk about Auslan, using terms such as constructed action, depicting signs, indicating verbs, non-manual features, pointing signs and clauses. They recognise variation in how Auslan is used, for example by recognising regional dialects and differences in signing space. They identify different ways that Deaf community members communicate with each other and with members of the wider hearing community, for example, face to face, via technology, social media and interpreters. They know that culture is closely related to language and to identity and that it involves visible and invisible elements.
    "
Auslan,Auslan,First Language Learner Pathway,Years F–10 Sequence,Years 5 and 6,"
      By the end of Year 6, students use Auslan to interact with people for a range of different purposes. They use descriptive and expressive language to share and compare experiences, ideas and opinions, such as THEATRE GOOD, LONG -really, LONG-really. They participate in class discussions and show interest and respect for others, for example by using active watching behaviours, signing clearly, pausing for others to respond, asking pertinent questions, making constructive comments, rephrasing, repeating and linking their own contributions. Students use non-manual features (NMFs) such as eye gaze to gain, hold or finish a turn when communicating in pairs or groups. They provide context for a new participant joining a conversation, PRO1 TALK-OVER MATH TEACHER. They use action-oriented language to make shared arrangements, organise events and complete transactions, negotiating roles, responsibilities and priorities and taking into account the views of others. Students locate, summarise and compare information from a range of sources. They present information on selected issues to inform, alert or persuade people, for example, by creating announcements to inform about an emergency or about a clean-up the environment appeal, or instructions for a computer game. They use a range of connectives to create textual cohesion. They view and compare expressions of Deaf experience through different visual art forms, such as painting, photography or sculpture. They view and respond to different types of creative and imaginative texts, discussing ideas, characters and themes; and they identify how a signer has referred to the same referent in different ways, for example with a lexical noun then with a depicting sign (DS). They create and perform their own short imaginative texts based on a stimulus, concept or theme using space to track a character or location throughout a text. They translate a variety of familiar school and community texts from Auslan to English and vice versa, identifying which words/signs/phrases require interpretation or explanation. They create bilingual texts and resources for their own language learning and to support interactions with non-signing people. They describe their connections with the Deaf community and how these contribute to their sense of identity. They reflect on differences between how signed language and spoken language users may be perceived, for example in relation to different protocols when joining interactions, taking turns, using names, or passing between people who are communicating with each other.
      Students describe a sign’s form in terms of all the elements and how they are put together, including types of NMFs. They recognise when a signer has established a location in space in a text and describe how this was done, for example through the use of points, non-body-anchored signs or fingerspelled words. They distinguish between the three types of DSs and what they represent and how they are used in clauses. They identify and describe how constructed action (CA) can be shown in different ways, for example, through a change in eye gaze, body, or head orientation, and by matching facial expressions and reference to another character. They identify how signers use space to track a referent through a text, for example by pointing back to an established location to refer to a noun or by modifying indicating verbs. They understand different ways that English words are borrowed into Auslan and identify connections between Auslan and other signed languages, for example, BSL, ISL and ASL. They recognise the diversity of Auslan users in the community, including people who are deaf, hard of hearing and hearing people such as CODAs or interpreters. Students recognise how Auslan has been transmitted across generations and describe different ways it has been documented and recorded. Students reflect on the ways culture is differently interpreted by others, for example by identifying how stereotypes about deaf and hearing people influence perceptions.
    "
Auslan,Auslan,First Language Learner Pathway,Years F–10 Sequence,Years 7 and 8,"
      By the end of Year 8, students interact to share ideas and interests and to offer opinions, using compound and complex sentences, for example by using lexical conjunctions as well as non-manual features (NMFs). They participate in discussions and debates, acknowledging others’ opinions and developing and supporting arguments. They collaborate in activities that involve planning, project design and problem-solving, for example, G:WELL RIGHT-YEAH , BUT I WANT ADD COMMENT. They use evaluative language to reflect on learning activities and to provide feedback to others. They follow protocols for interacting with sign language interpreters in various contexts. Students locate, collate, summarise and analyse ideas and information from a variety of sources, such as interviews, documentaries or speeches, and they use such information in new forms. They use primary or secondary signed sources in their research, for example, when exploring significant events in Deaf history. They use specialised language to create texts such as vlogs, advertisements or research-based factual reports designed to convince or persuade others. They analyse elements of different imaginative texts such as poetry, performances, signed stories, skits and sketches, and explain how sign choice, NMFs and the use of different stylistic techniques combine to convey ideas and emotions. They create imaginative and expressive texts that draw from their experience as Auslan users and members of the Deaf community, including metaphorical iconicity to create particular effects and to engage interest. Students translate and interpret unfamiliar texts in Auslan or English and compare their own translations to those of their classmates, considering why there might be differences between them. They create bilingual texts to use in the wider school community. They describe how the concept and the experience of Deafhood and visual ways of being apply to themselves and others. They reflect on how their own ways of communicating may be interpreted when interacting with hearing people, and on their use of different communication strategies and behaviours, such as their use of gesture, facial expression and body language.
      Students know that signs can be iconic in a number of ways, and identify iconic signs that represent a whole object or part of an object. They distinguish between character and observer space, classify verb types according to how they use space, and identify constructed action in a text. They explain the form and function of a range of clause types, including what NMFs are used, for example, questions, topicalisation, negation or conditionals. They identify all the ways a signer refers to the same referent throughout a text to create cohesion. They recognise that Auslan is constantly evolving and changing, for example, by identifying changes to Auslan that reflect changes in social relationships, community attitudes and changing technology. Students reflect on how all ways of language use are influenced by communities’ world views and identities, for example by comparing the cultural concept of Deaf identity with the medical model of deafness.
    "
Auslan,Auslan,First Language Learner Pathway,Years F–10 Sequence,Years 9 and 10,"
      By the end of Year 10, students exchange information, ideas and opinions on a broad range of social, environmental, educational and community issues. They summarise and justify points of view and use reflective language to respond to others’ opinions and perspectives, for example, RIGHT-YEAH, PRO2 DIFFERENT PERSPECTIVE NEVER THOUGHT. They initiate, sustain, support and extend discussion, using strategies such as paraphrasing, inviting opinions and elaborating responses, for example PRO2 CONFUSE PRO1 WIND-BACK. They select appropriate vocabulary and use supporting evidence when clarifying and justifying statements. They use respectful language to negotiate, problem-solve and to manage different perspectives when engaging in collaborative tasks, for example, PRO1 FEEL PRO2 RIGHT TALK OVER…. BECAUSE…. Students research, analyse and evaluate information from a range of sources and perspectives, and create sustained signed texts designed to entertain, inform, persuade or inspire different audiences. They use non-manual prosodic features to create emphasis or other effects. Students analyse different types of creative and performative texts, considering how specific techniques and modalities are used to different effect, for example, using repetition of handshapes and movement paths of signs to create rhyme, or the use of visual metaphors to convey meaning. They compare responses to texts that present particular values or points of view, for example, Deaf poetry. They create their own imaginative texts such as narratives or poems, combining and switching between types of language, for example, telling with lexical signs or showing with constructed action (CA) or depicting signs (DSs) and frames of spatial reference to indicate character or observer point of view. Students translate and interpret a range of signed texts, comparing their translations and explaining factors that may have influenced their interpretation. They identify the relationship that exists between language, culture and identity and explore how individual and community identity are conveyed through cultural expression and language use. They reflect on the experience of communicating in a visual world and on associated challenges and advantages experienced as deaf people in a hearing world.
      Students identify and describe metaphorical iconicity, for example, love, avoid/resist, and compare this with the use of metaphors in English. They distinguish character or observer frame of reference in a text; between main and subordinate clauses; and demonstrate how the inclusion of CA and DSs impacts on clause structure. They analyse different types of text, such as expository texts, identifying characteristic language elements and features. They investigate variation in the use of Auslan, explaining influences such as geographical location, social groupings and history, educational experience, the age of learners, family background and degree of contact with Signed English or other languages. They make comparisons between the ecologies of Auslan and those of signed languages in other countries, taking into account issues such as language policies and language rights, advocacy, reform and language vitality. They identify factors that help to maintain and strengthen Auslan use, such as intergenerational contact and bilingual school programs. Students know that Auslan plays an important role in the expression and maintenance of Deaf culture and in assuring the rights of deaf people.
    "
Auslan,Auslan,First Language Learner Pathway,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,"
      By the end of Year 8, students interact with the teaching team, class visitors and each other to share information about themselves, their families, friends, routines, pastimes and experiences. They refer to family members and classmates using fingerspelling or sign names as appropriate, and use lexical adjectives and some SASS depicting signs to describe people’s physical appearance and characteristics, for example POSS1 SISTER E-M-M-A, PRO3 SHORT RED HAIR. They use entity depicting signs to discuss movement and location. They recount shared and personal experiences, using simple clause structures, modifying some verbs for present referents or single absent referents for example PRO1 LIKE TV. They ask and respond to simple questions and distinguish between statements and questions using grammatical non-manual features (NMFs). They express likes, dislikes and feelings using lexical signs and affective NMFs, such as DON’T-LIKE DRAWING. They follow directions for class routines and instructions of two or more steps, using directional terms or depicting signs such as DS:turn-left DEAD END DS:turn-right. Students follow culturally appropriate protocols, such as responding to and using attention-gaining strategies such as flashing lights, waving or tapping a shoulder or table, using voice-off while signing and observing appropriate distance between signers. They identify specific points of information in signed texts, for example, colours, numbers, size or time. They present factual information about familiar topics, using modelled lexical signs and formulaic constructions. They demonstrate simple procedures using known signs, gestures, objects and list buoys. They recount and sequence events, using familiar signs and visual prompts and time markers such as 3-YEARS-AGO, IN-TWO-WEEKS or LAST NIGHT. They restrict signing to the standard signing space. They view short imaginative and expressive texts, such as poems and stories, demonstrating understanding through drawing, gesture and modelled signs. They create simple imaginative texts and retell wordless animations, using familiar signs, gestures, modelled language and visual supports, modifying NMFs and lexical signs to indicate manner. They translate high-frequency signs/words and expressions in simple texts. Students identify themselves as members of different groups and describe their relationships with deaf, hard of hearing students, family members and the larger Deaf community and also with the wider ‘hearing’ world. They consider how these different relationships contribute to their sense of identity. They identify places that are important to the Deaf community and describe how such places evoke a sense of belonging and pride. They recognise that one of the most unifying features of the Deaf community is the use of Auslan.
      Students know that Auslan is a language in its own right, different from mime and gestures used in spoken languages, and that eye contact is necessary for effective communication. They know that meaning is communicated visually through the use of signs, fingerspelling, NMFs and non-conventional gestures. They identify and describe the handshapes, movements and locations of signs. They identify some signs that link to visual images, for example HOUSE, DRINK, and demonstrate signs that are body anchored, such as HUNGRY or SLEEP, and non–body anchored, such as HAVE or GO-TO. They identify how signers use space to track participants through a text, for example by pointing back to an established location to refer to a noun referent; and they identify ways signers refer to the same referent in a text, for example, by using DSs, points or list buoys. They know that signs can be displaced in space for a range of purposes, such as to show locations or to indicate participants in a verb. They know that signing involves telling, depicting or enacting. Students recognise variation in the use of Auslan, such as regional dialects and differences in signing space. They understand different ways that English words are borrowed into Auslan and how these become lexicalised. They recognise variation in how Auslan is used, for example by recognising regional dialects and differences in signing space and explain the nature of transmission of Auslan. They identify different ways Deaf community members communicate with each other and with members of the wider hearing community; and describe how digital forms of communication, such as social media, SMS/texting and NRS, have improved accessibility for the Deaf community and contribute to the vitality of Auslan. They recognise the importance of facial expression, eye gaze and NMFs in a visual-gestural language and culture.
    "
Auslan,Auslan,First Language Learner Pathway,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,"
      By the end of Year 10, students use Auslan to share information, experiences, interests, thoughts and feelings in relation to their personal and immediate worlds. They describe the appearance of people, objects and places using SASS depicting signs and spatial location, for example, HAVE DS: round-oval  DS: located HERE NEXT-TO HAVE BUILDING BIG. THERE. There’s an oval there and next to it is a big building. It’s there. They participate in shared learning activities and experiences that involve planning, transacting and problem-solving, using simple signed statements and asking for repetition and clarification when required. They follow protocols when interacting with each other, with interpreters or Deaf visitors to the classroom, for example, waiting for eye contact or pauses to walk in-between signers engaged in conversation without interrupting them. Students increasingly use conventional Auslan signs or classifier handshapes in depictions and rely less on their idiosyncratic systems. They modify some indicating verbs for non-present referents and use constructed action to represent others in recounts. They make explicit which referent is associated with location, for example, BROTHER THERE HAVE OWN IPAD. They recall and retell specific points of information from texts such as class messages, directions, procedures, introductions and ‘visual vernacular’ descriptions. They create textual cohesion through the use of connectives such as lexical signs NEXT or G:WELL, or non-manual features (NMFs) and pausing. They create bilingual texts such as notices or digital displays and resources for the classroom. They reflect on how their own ways of communicating may be interpreted when interacting with hearing people, and on how they adapt their ways of communicating and behaving when interacting with them. They reflect on the experience of communicating in a visual world and on the challenges and advantages experienced by deaf people in a hearing world.
      Students describe how constructed action (CA) can be shown in different ways, including eye gaze, head orientation change or body shift. They identify where and how a signer establishes location in space, and they distinguish between real and abstract space. They build metalanguage to talk about aspects of Auslan, for example, using terms such as SASS, NMFs, CA, depicting signs; and they make connections with terms they use in learning English, such as verb, adjective, noun. They know that different languages and cultures influence and borrow from each other and identify connections between Auslan and other signed languages, for example, BSL, ISL and ASL. They make comparisons between Auslan and signed languages in other countries. Students know that Auslan plays an important role in the expression and maintenance of Deaf culture and in assuring the rights of every deaf person.
    "
Auslan,Auslan,Second Language Learner Pathway,Years F–10 Sequence,Foundation to Year 2,"By the end of Year 2, students interact with teachers and each other to talk about themselves, their families, friends and immediate environment. They follow instructions to complete action-based activities such as signing games or transactional activities, using repeated constructions, gestures and affective non-manual features (NMFs). They interact in familiar classroom routines by responding to requests, such as DS:line-up PLEASE, LOOK-AT-me PRO1. Students ask and respond to simple questions and distinguish between statements and questions. They express likes, dislikes and feelings using lexical signs and affective NMFs. They recognise and produce fingerspelled names for roll call and games and produce modelled signs, phrases and sentence patterns in familiar contexts. They use culturally appropriate protocols, such as maintaining eye contact and responding to and gaining attention by waving or tapping a shoulder or table. They identify specific information in signed texts, such as the properties of colour, number, size or shape, and describe people and objects, for example, PRO3 5-YEARS-OLD, PRO1 HAVE 2 BROTHER, or THAT BALL BIG. Students demonstrate simple procedures using known signs, gestures, objects and list buoys. They recount and sequence shared events using familiar signs and visual prompts. They view short imaginative and expressive texts such as stories and nursery rhymes, demonstrating understanding through drawing, gesture, modelled signs or English. They use fixed handshapes in creative ways, for example to create amusing sequences of signs to enact movements, and portray characteristics through the use of constructed action. They identify similarities and differences in ways they interact when communicating in English and in Auslan.
Students know that Auslan is a language in its own right, different from mime and gestures used in spoken languages. They know that eye contact is necessary for effective communication and that meaning is communicated visually through the use of whole signs, gestures or fingerspelling. They identify and categorise signs according to handshape and they recognise major types of path movements. They know that some signs link to the appearance of a referent, for example PEN, HOUSE, and that some words, such as proper nouns, are borrowed from English by fingerspelling and mouthing. They know that locations of signs can be modified to change meaning, for example when pointing to people. They recognise the importance of facial expression, eye gaze and other NMFs in a visual-gestural language and culture and know that sign order is flexible in Auslan."
Auslan,Auslan,Second Language Learner Pathway,Years F–10 Sequence,Years 3 and 4,"By the end of Year 4, students participate in classroom routines and structured interactions with teachers and peers. They communicate about daily routines, interests and pastimes; recount personal experiences and classroom events; and describe people, experiences or activities using simple depicting signs, such as DS:run-around-oval THEN DS:sit-in-circle. They express preferences, follow directions and ask for clarification or help. They play games that involve making choices, exchanging information and negotiating turn-taking. They use non-manual features to indicate understanding, interest or lack of interest. They use culturally appropriate protocols, such as gaining attention by waving, tapping or pointing to alert third parties and maintain eye contact when communicating, for example PRO2 MEAN or &hellip; RIGHT PRO1? They identify, summarise/paraphrase and retell key points of information in signed texts such as announcements, directions for a game or presentations by visitors, for example PRO1 FIRST YOUR-TURN. They recount in correct sequence the main points of an event or favourite elements of a signed story, using modified indicating verbs, such as POSS1 FAVOURITE PART PRO3 TAKE MONEY THEN RUN-that direction. They present routine class information, such as weather reports or daily schedules, using visual prompts and signed descriptions. They create their own simple imaginative texts and retell wordless animations using familiar signs, gestures, modelled language and visual supports. They translate high-frequency signs/words and expressions in simple texts. They reflect on their own cultural identity and ways of communicating in light of their experience of learning Auslan.
Students compare fingerspelling with written English, noticing that it can be used for whole words or for parts of words. They recognise that there are signs that have no single English word equivalent, and know that signs can be displaced in space for different purposes, such as to show locations or different participants in a verb. They know that signing involves telling, depicting or enacting. They recognise variation in how Auslan is used, for example by recognising regional dialects and differences in signing space. They identify different ways Deaf community members communicate with each other and with members of the wider hearing community, for example, face to face, via technology, social media and interpreters. They know that culture is closely related to language and to identity and involves both visible and invisible elements."
Auslan,Auslan,Second Language Learner Pathway,Years F–10 Sequence,Years 5 and 6,"By the end of Year 6, students discuss aspects of their daily lives, social activities and school experience and respond to each other&rsquo;s comments. They describe relationships and characteristics of people and objects and express feelings and preferences, for example, POSS1 FRIEND CHANGE OTHER SCHOOL PRO1 SAD. They negotiate with each other to plan, organise and complete learning tasks and activities, using statements such as PRO1 DON&rsquo;T-WANT DRAW, PRO1 WANT TAKE-PHOTO, THANKYOU PRO2 EXPLAIN CLEAR, or THAT FIRST IMPORTANT THAT SECOND. They follow more complex instructions and directions involving several steps. They compare experiences, routines, interests and activities, using signs associated with time, sequence and location. They follow protocols when interacting with each other or with interpreters or visitors to the classroom, for example by interrupting conversations appropriately or providing context for a new participant joining a conversation. They paraphrase the content of selected signed texts, such as community announcements, and relay the information to others. They plan, rehearse and deliver short presentations, taking into account context, purpose and audience. They respond to creative and imaginative texts, for example by discussing ideas and characters, shadowing signed elements of theatrical or cinematographic texts that use handshapes, and by making connections with their own experiences. They create or reinterpret simple imaginative texts using elements of constructed action (CA), such as body shift, eye gaze and head orientation change. They modify non-manual features and lexical signs to indicate manner. They translate familiar texts from Auslan to English and vice versa, identifying which words or phrases require interpretation or explanation.
Students discriminate between body-anchored and non-body-anchored signs, and recognise how non-body-anchored signs can modify their locations meaningfully. They know that the function of CA is to represent the words, thoughts or actions of a protagonist in a text, either themselves or others, and that spatial relationships between objects are typically expressed with depicting signs in Auslan. They understand different ways that English words are borrowed into Auslan and identify connections between Auslan and other signed languages, for example, BSL, ISL and ASL. They recognise the diversity of Auslan users in the community, including people who are deaf, hard of hearing, and hearing people such as CODAs or interpreters. Students recognise how Auslan has been transmitted across generations and describe different ways it has been documented and recorded, for example, by glossing and the use of technology such as ELAN. Students reflect on the ways culture is differently interpreted by others, for example by identifying how stereotypes about deaf and hearing people influence perceptions."
Auslan,Auslan,Second Language Learner Pathway,Years F–10 Sequence,Years 7 and 8,"
      By the end of Year 8, students use Auslan to interact and to exchange information, experiences, interests and opinions with teachers, peers and others. They initiate and maintain conversations and use strategies such as fingerspelling to replace unknown signs to support continued interaction, such as PRO2 MEAN [FINGERSPELL]? They engage in different processes of collaborative learning, including planning, negotiating, and problem-solving, using familiar and some spontaneous language, for example PRO1 AGREE-NOT, PRO1 THINK DIFFERENT. Students participate in class discussions, explaining and clarifying positions, asking follow-up questions, using non-manual features (NMFs) for topicalisation or negation. They use appropriate protocols to join or leave conversations, for example, waiting for eye gaze or for the signer to finish, not asking for a full recount when arriving mid-conversation, and providing context for a new participant joining a conversation. Students locate, interpret and analyse information from a variety of texts, such as signed announcements, interviews or media reports, using context and familiar language to work out unfamiliar meaning. They demonstrate understanding of different types of signed texts by paraphrasing, summarising and explaining main ideas, key themes or sequences of events. They interpret different types of creative and imaginative texts, such as Deaf performances or expressive art forms, describing and comparing their responses. They plan, draft and present informative and imaginative texts, linking and sequencing ideas using connectives, such as BUT, WHEN or WELL, and strategies such as repetition, stress and pausing for emphasis. They create bilingual texts to use in the wider school community, for example by captioning short stories, poems or interviews with members of the Deaf community. Students reflect on how their own ways of communicating may be interpreted when interacting with deaf people; and they modify elements of their behaviour such as eye contact, facial expression or body language as appropriate.
      Students identify and describe the different types of NMFs, and understand their function and how they interact with clause type. They identify iconic signs and discuss how these match their referents, such as COMPUTER-MOUSE. They understand how handshape and movement represent different things in each type of depicting sign (DS). They identify and categorise instances of signers using spatial modifications to signs and know that signs can be iconic in a number of ways. They analyse clauses to see where signers create composite utterances with elements of constructed action (CA), DSs, points and fully-lexical signs in the same utterance. They recognise that Auslan is constantly evolving and changing, for example, by identifying changes to Auslan that reflect changes in social relationships, community attitudes and changing technology. They understand that the most unifying factor of the Deaf community is the use of Auslan. Students reflect on how all ways of language use are influenced by communities’ world views and identities, for example by comparing the cultural concept of Deaf identity with the medical model of deafness.
    "
Auslan,Auslan,Second Language Learner Pathway,Years F–10 Sequence,Years 9 and 10,"
      By the end of Year 10, students use Auslan to build relationships and to initiate, sustain and extend interactions with teachers, peers and contacts in the wider community. They engage in debate and discuss aspirations and social issues, explaining and justifying positions and elaborating opinions using expressions such as NEVER THOUGHT YEAH-RIGHT. Students use strategies to support discussion, such as self-correction, rephrasing or elaborating if not understood. They use smooth and fluent fingerspelling. They use spontaneous language to participate in activities and learning experiences that involve collaborating, planning, organising, negotiating and taking action. They use modal verbs and non-manual features (NMFs) to express possibility, obligation and ability, such as PRO1 MAYBE SEE THAT MOVIE or PRETEND PRO2 DEAF…. Students use culturally appropriate norms, skills and protocols when engaging with and learning from Deaf people and the Deaf community, for example, waiting to be introduced to new people and knowing how to introduce themselves as second language Auslan learners. They analyse, synthesise and evaluate information from a range of signed sources, summarising key ideas and specified points of information. They predict the meaning of unfamiliar signs and expressions from context and their knowledge of depicting conventions. They compare responses to creative texts such as Deaf poetry, Deaf art and signed narratives. Students demonstrate understanding of Auslan and Deaf culture, for example by preparing and delivering presentations or signed narratives on social and cultural issues, community initiatives and lifestyles. They build cohesion and complexity in texts by using fully-lexical connectives such as IF, THEN and/or NMFs to link clauses. They use constructed action (CA) to show different points of view. Students demonstrate culturally appropriate and ethical behaviour when interpreting and translating texts and consider potential consequences of inaccurate interpreting. They describe how they feel and behave when communicating in a visual world, for example by discussing how the experience fits with their sense of self. They reflect on the role of Auslan in connecting and building Deaf identity.
      Students recognise and explain different ways that signers represent signing space, such as character or observer space. They understand and use depicting signs and CA in complex ways to create composite utterances. They investigate variation in the use of Auslan, explaining influences such as geographical location, social groupings and history, educational experience, the age of learners, family background and degree of contact with Signed English or other languages. They make comparisons between the ecologies of Auslan and those of signed languages in other countries, taking account of issues such as languages policy and rights, advocacy, language reform and language vitality. They identify factors that help to maintain and strengthen the use of Auslan, such as intergenerational contact and bilingual school programs. Students know that Auslan plays an important role in the expression and maintenance of Deaf culture and in assuring the rights of every deaf person.
    "
Auslan,Auslan,Second Language Learner Pathway,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,"By the end of Year 8, students use Auslan to share information, experiences, interests, thoughts and feelings about their personal and immediate worlds. They use modelled constructions, ask for repetition or clarification, such as please slow sign, and use strategies such as fingerspelling to replace unknown signs to support continued interaction. They use lexical signs, gestures and affective non-manual features (NMFs) to indicate understanding, interest or lack of interest, for example, AGREE YES or PRO1 AGREE or PRO1 KNOW WHAT MEAN, BUT&hellip;. They ask and respond to familiar questions and directions and distinguish between statements and questions using grammatical NMFs. Students use familiar language to collaboratively plan and conduct shared events or activities, such as presentations, demonstrations or transactions, for example, PRO2 TYPE PRO1 WRITE. They describe people, animals and objects using lexical adjectives and familiar SASS depicting signs and appropriate classifier handshapes, for example, POSS1 MATH TEACHER TALL DS:long-wavy-hair or SCHOOL UNIFORM HAVE DS:long-thin-tie. They compare routines, interests and leisure activities, using signs for timing and frequency, simple depicting verbs for showing location, and appropriate sequencing. They use culturally appropriate protocols when communicating, such as maintaining eye contact, responding to and gaining attention by waving or tapping a shoulder or table, flashing lights, back-channelling and voice-off. Students locate specific information in a range of signed texts, such as weather reports, public announcements and presentations by visitors, using visual and contextual clues to help make meaning. They summarise and retell key points of information in correct sequence using list buoys. They plan, rehearse and deliver short presentations, taking into account context, purpose and audience and using familiar signs and visual supports, such as photos and props, and cohesive and sequencing devices. Students view and respond to short imaginative and expressive texts, such as short stories, poems and Deaf performances, for example by identifying and discussing ideas, characters and events. They create their own simple imaginative texts and retell wordless animations using familiar signs, gestures, modelled clause structures, high-frequency signs, modifying NMFs and lexical signs to indicate manner. They translate and interpret short texts using Signbank, and give examples of how languages do not always translate directly. They create bilingual texts and resources for the classroom, for example, glossaries and captions for their own and each other&rsquo;s short stories. They explain the importance of facial expression, eye gaze and other NMFs in a visual-gestural language and culture, and reflect on their own cultural identity and ways of communicating in light of their experience of learning Auslan.
Students know that Auslan is a legitimate language, different from mime and gestures used in spoken languages, and that eye contact is necessary for effective communication. They know that meaning is communicated visually through the use of signs, NMFs and gestures and can be expressed through whole signs or fingerspelling. They identify and describe the handshapes, movements and locations of signs. They distinguish between entity, handling or SASS depicting signs by looking at what the handshape and movement represent in each type and know that spatial relationships are typically expressed with entity DSs. They know that signs can be displaced in space for a range of purposes, such as to show locations or show the participants in a verb. They know that signing involves telling, depicting or enacting. They identify iconic signs and discuss how these match their referent, such as HOUSE, TREE, DRINK. They know that the function of constructed action is to represent the words, thoughts or actions of themselves or others. They use metalanguage to talk about Auslan, for example using terms such as depicting signs, indicating verbs, non-manual features, handshapes, pointing signs and clauses. Students recognise variation in the use of Auslan, such as regional dialects and differences in signing space. They understand different ways that English words are borrowed into Auslan and how these become lexicalised. They explore the influence on Auslan of other signed languages, such as BSL, ISL and ASL, as well as English over different periods of time and in different domains of language use, and consider reasons for these influences. They identify different ways that Deaf community members communicate with each other and with members of the wider hearing community, describing how different forms of digital communication such as social media, SMS/texting and NRS have improved accessibility for the Deaf community and contribute to the vitality of the language. Students recognise that Auslan has been transmitted across generations and describe ways it has been documented and recorded. They reflect on ways that culture is differently interpreted by others, for example by identifying how stereotypes about deaf and hearing people influence perceptions; and they understand that the most unifying factor of the Deaf community is the use of Auslan."
