LearningArea,Subject,Pathway,Sequence,Level,Strand,Substrand,CdCode,ContentDesc,CCP
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Language Revival Learner Pathway (LR),Years F–10 Sequence,Years 7 to 10,Understanding,Language awareness,ACLFWU192,"Understand and apply cultural norms, skills and protocols associated with learning, using and researching Aboriginal and Torres Strait Islander languages[Key concepts: ownership, custodianship, ethical behaviour, intellectual property; Key processes: acknowledging, investigating, applying]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Language Revival Learner Pathway (LR),Years F–10 Sequence,Years 7 to 10,Understanding,Role of language and culture,ACLFWU193,"Reflect on how ways of using language are shaped by communities’ ways of thinking, behaving and viewing the world, and the role of language in passing on knowledge[Key concepts: Indigenous knowledge, value transmission; Key processes: reflecting, exploring, analysing, comparing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Language Revival Learner Pathway (LR),Years F–10 Sequence,Years 7 to 10,Understanding,Role of language building,ACLFWU194,"Explore language building processes and protocols in communities[Key concepts: language revival, protocols, lexical and grammatical resources, advocacy; Key processes: identifying, investigating, discussing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Language Revival Learner Pathway (LR),Years F–10 Sequence,Years 7 to 10,Understanding,Role of language building,ACLFWU195,"Investigate and explain techniques used to build language, considering challenges involved and understanding their role as contemporary documenters of language[Key concepts: language revival, language building, authenticity, linguistic techniques; Key processes: identifying, analysing, discussing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Socialising,ACLFWC067,"Interact with each other, the teaching team and visiting Elders/community speakers using simple language and gestures for greeting and farewelling, talking about self and family[Key concepts: self, family, relationships; Key processes: interacting, sharing, listening]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Socialising,ACLFWC068,"Participate in guided group activities such as games, songs and simple tasks, using movement and gestures to support understanding and to convey meaning[Key concepts: cooperation, play; Key processes: turn-taking, matching, choosing, cooperating, following instructions]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Socialising,ACLFWC069,"Interact in classroom routines and respond to teacher instructions[Key concepts: routine, instruction; Key processes: participating, responding, following instructions]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Informing,ACLFWC070,"Locate specific words and familiar phrases in texts such as charts, lists, photos, maps, and use information to complete guided oral and written tasks[Key concepts: natural and built environment, community life, Indigenous knowledge; Key processes: identifying, selecting, sorting, matching, labelling, mapping Country/Place]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Informing,ACLFWC071,"Give factual information using simple statements and descriptions, gestures, and captions[Key concepts: Country/Place, community life; Key processes: labelling, describing, presenting, recounting]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Creating,ACLFWC072,"Participate in shared listening to, viewing and reading of texts and respond through singing, reciting, miming, play-acting, drawing, action and movement[Key concepts: storytelling, response; Key processes: responding, performing, sharing, expressing; Key text types: songs, raps, dances, traditional and contemporary stories, paintings and visual design, video clips (IndigiTUBE)]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Creating,ACLFWC073,"Create and present shared stories, songs and performances using familiar words and patterns and support materials[Key concepts: story, performance; Key processes: retelling, singing, re-enacting, dancing, drawing, performing; Key text types: songs, dance, stories, paintings and visual design, performances]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Translating,ACLFWC074,"Translate frequently used words and phrases using visual cues and resources such as word lists[Key concepts: translation, similarity, difference, meaning; Key processes: noticing, identifying, translating]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Translating,ACLFWC075,"Create simple oral, print or multimodal bilingual texts for the classroom environment, such as captions, labels and wall charts[Key concepts: meaning, bilingualism; Key processes: labelling, captioning, displaying, matching]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Identity,ACLFWC076,"Describe aspects of self, such as family, school/class and language/s spoken, noticing how these different elements contribute to one’s identity[Key concepts: identity, self, family, belonging; Key processes: describing, explaining, identifying]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Communicating,Reflecting,ACLFWC077,"Notice what is similar or different to their own language and cultural expression when interacting with songs, stories, games, pictures and artistic expression from the target language and culture[Key concepts: language, culture, similarity, difference, respect; Key processes: noticing, comparing, responding, reflecting]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Understanding,Systems of language,ACLFWU078,"Notice and imitate characteristic sounds, intonation patterns and rhythms of the target language(s) and how these relate to the written language[Key concepts: pronunciation, rhythm, intonation, writing; Key processes: imitating, noticing, distinguishing, reading aloud]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Understanding,Systems of language,ACLFWU079,"Notice types of words in the target language and understand and use some elements of the target language structure[Key concepts: word function, word order, variation, patterns, rules; Key processes: identifying, recognising, noticing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Understanding,Systems of language,ACLFWU080,"Recognise there are many ways of communicating messages in Aboriginal and Torres Strait Islander languages[Key concepts: communication, narrative; Key processes: recognising, identifying]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Understanding,Systems of language,ACLFWU081,"Identify elements of the kinship system and its role in linking story and natural species and phenomena[Key concepts: kinship, totemic relationships, place, cultural practices; Key processes: identifying, recognising]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Understanding,Language variation and change,ACLFWU082,"Recognise that different words and language forms are used to address and communicate with people according to relationship and context[Key concepts: kinship, context, relationship; Key processes: noticing, recognising]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Understanding,Language variation and change,ACLFWU083,"Recognise that languages borrow words from each other[Key concepts: relatedness, word borrowing; Key processes: identifying, recognising, comparing] ",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Understanding,Language awareness,ACLFWU084,"Identify the region of the target language and notice how it is part of the broader regional and national language diversity[Key concepts: linguistic diversity, language revival; Key processes: identifying, recognising]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Understanding,Language awareness,ACLFWU085,"Understand that language belongs to communities and that language learning requires the application of respectful and appropriate behaviour[Key concepts: ownership, belonging, respect; Key processes: demonstrating, applying]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Understanding,Role of language and culture,ACLFWU086,"Notice that people use language in ways that reflect their culture, such as where and how they live and what is important to them[Key concepts: Country/Place, Language, Culture, symbol; Key processes: noticing, recognising, questioning, making connections] ",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Foundation to Year 2,Understanding,Role of language building,ACLFWU087,"Recognise that Aboriginal and Torres Strait Islander languages are transmitted from generation to generation[Key concept: oral transmission; Key processes: noticing, recognising, considering, valuing] ",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Socialising,ACLFWC088,"Interact with peers, the teaching team and visiting Elders/community speakers about aspects of their personal worlds, such as experiences at school, home, everyday routines and favourite pastimes, interests and activities[Key concepts: relationship, kinship, family, experience; Key Processes: describing, sharing, responding, recounting] ",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Socialising,ACLFWC089,"Participate in guided tasks that involve following instructions, making things, cooperating with peers, planning for and conducting shared events or activities or presenting at a school performance[Key concepts: collaboration, planning; Key processes: compiling, rehearsing, presenting, making]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Socialising,ACLFWC090,"Participate in everyday classroom activities and routines, such as responding to questions and requests, asking permission, requesting help, praising or complimenting one another and apologising[Key concepts: routine, interaction; Key processes: responding, contributing, enquiring]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Informing,ACLFWC091,"Gather, classify and compare information from a range of sources associated with the target language Country/Place, community and daily life[Key concepts: community life, leisure, environment, Indigenous knowledge, health and well-being; Key processes: identifying, researching, compiling, presenting, tabulating, categorising, giving directions]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Informing,ACLFWC092,"Convey information on specific topics using formats such as oral or digital presentations, displays, diagrams, timelines and guided descriptions[Key concepts: Country/Place, community life; Key processes: creating, presenting, profiling] ",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Creating,ACLFWC093,"Listen to, read and view different real and imaginative texts, identifying and making simple statements about key elements, characters and events, and interpreting cultural expressions and behaviours[Key concepts: visual design, representation, journey; Key processes: participating, describing, predicting, recalling, responding, listening, shared/guided reading; Key text types: songs, raps, dances, traditional and contemporary stories, paintings and visual design, video clips]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Creating,ACLFWC094,"Create and present imaginative texts that use familiar expressions and modelled language for a range of audiences[Key concepts: imagination, entertainment; Key processes: imagining, creating, experimenting, performing, storytelling; Key text types: raps, songs, performances, digital texts, video clips, skits, paintings and visual design]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Translating,ACLFWC095,"Translate simple texts from the target language into English and vice versa, identifying elements which require interpretation rather than translation and involve cultural references[Key concepts: equivalence, meaning; Key processes: translating, predicting, selecting, comparing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Translating,ACLFWC096,"Create bilingual texts for the classroom and the school community, such as songs, picture dictionaries, photo stories, captions for images and displays[Key concepts: bilingualism, expression; Key processes: performing, describing, code-mixing, captioning]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Identity,ACLFWC097,"Interact with others, noticing how ways of communicating with and responding to each other shape and reflect identity[Key concepts: identity, kinship, community, membership; Key processes: creating, representing, comparing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Communicating,Reflecting,ACLFWC098,"Notice and describe some ways in which the target language and associated communicative behaviours are similar or different to their own language(s) and forms of cultural expression[Key concepts: language, culture, values, similarity, difference, communication; Key processes: noticing, comparing, describing, explaining, questioning, reflecting]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Understanding,Systems of language,ACLFWU099,"Produce sounds, stress, intonation patterns of the target language, using developing phonemic awareness linked to the writing system[Key concepts; punctuation, upper and lower case letters, diacritics, intonation, spelling; Key processes: identifying, discriminating, noticing,listening, reading]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Understanding,Systems of language,ACLFWU100,"Expand vocabulary in the target language through word-formation and building processes, and recognise and use simple structures[Key concepts; word formation, word class, grammatical person and number, negation; Key processes: noticing, comparing, applying, understanding, modifying meaning]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Understanding,Systems of language,ACLFWU101,"Understand that texts such as stories, paintings, songs and dances have a distinct purpose and particular language features, and understand and apply text conventions[Key concepts: purpose, genre, text features; Key processes: recognising, identifying, distinguishing, applying, linking]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Understanding,Systems of language,ACLFWU102,"Understand the core role of the kinship system in social behaviour and the relationship between Place, History and society[Key concepts: kinship system, ways of talking, human relationships, interrelatedness; Key processes: recognising, interpreting, discussing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Understanding,Language variation and change,ACLFWU103,"Understand that speakers vary language forms according to kin relationship and context of situation[Key concepts: kinship, respect, register, silence, taboo; Key processes observing, examining, explaining, investigating; noticing, recognising]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Understanding,Language variation and change,ACLFWU104,"Recognise that languages change over time[Key concepts: regional languages, language shift, language loss, borrowing and relatedness; Key processes: identifying, recognising]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Understanding,Language awareness,ACLFWU105,"Explore the language situation of target language communities and the diversity of language situations in Australia[Key concepts: language communities, language transmission, language maintenance and development, language revival, change, sign; Key processes: recognising, discussing, investigating]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Understanding,Language awareness,ACLFWU106,"Understand that the use of stories and names in Aboriginal and Torres Strait Islander languages is culturally determined[Key concepts: cultural safety, protocol; Key processes: recognising, observing, discussing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Understanding,Role of language and culture,ACLFWU107,"Explore connections between identity and cultural values and beliefs and the expression of these connections in an Aboriginal and/or Torres Strait Islander language[Key concepts: Country/Place, cultural expression and transmission, values, beliefs, spirituality; Key processes: observing, making connections, discussing, investigating]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 3 to 6,Understanding,Role of language building,ACLFWU108,"Understand ways the target language and culture can be maintained and strengthened in changing contexts[Key concepts: language maintenance, and development ; Key processes: discussing, exploring, considering, investigating, language building] ",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Socialising,ACLFWC109,"Engage with peers, the teaching team and visiting Elders/community speakers to share interests, experiences and aspirations, to exchange information about teenage life and to express opinions and feelings[Key concepts: experience, aspiration; Key processes: recounting, exchanging, connecting]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Socialising,ACLFWC110,"Engage in activities that involve collaboration, planning, organising and negotiating to take action[Key concepts: event, experience, collaboration; Key processes: planning, organising, negotiating]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Socialising,ACLFWC111,"Interact in class activities that involve making requests and suggestions, seeking clarification, negotiating changes and expressing opinions[Key concepts: opinion, discussion, respect; Key processes: requesting, negotiating, expressing, comparing, deciding, explaining]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Informing,ACLFWC112,"Identify, analyse and summarise factual information obtained from a range of sources on a variety of topics and issues related to the region of the target language[Key concepts: Indigenous knowledge, social and environmental issues, lifestyles, community initiatives and projects, community life; Key processes: summarising, synthesising, referencing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Informing,ACLFWC113,"Convey information about events, experiences or topics of shared interest, using different modes of presentation to suit different audiences and contexts[Key concepts: audience, Country/Place, community life; Key processes: describing, explaining, creating, annotating]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Creating,ACLFWC114,"Interpret and respond to a range of real and imaginative texts by sharing personal views, comparing themes, describing and explaining aspects of artistic expression and how these relate to land, people, plants, animals and social and ecological relationships[Key concepts: representation, imagination; Key processes: interpreting, explaining, describing, discussing; Key text types: songs, raps, dances, traditional and contemporary stories, paintings and visual design, video clips, films]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Creating,ACLFWC115,"Create a range of spoken, written and multimodal texts to entertain others, involving real or imagined contexts and characters[Key concepts: imagination, journey; Key processes: creating, collaborating, performing, composing; Key] text types: raps, songs, performances, story, cartoons, advertisements, digital texts, video clips, skits, paintings and visual designs]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Translating,ACLFWC116,"Translate and interpret a range of texts from the target language to English and vice versa, comparing their versions and considering how to explain elements that involve cultural knowledge or understanding[Key concepts: equivalence, representation, meaning, interpretation, idiom; Key processes: comparing, explaining, interpreting]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Translating,ACLFWC117,"Create bilingual texts in collaboration with others for the wider community[Key concept: interpretation, bilingualism; Key processes: designing, explaining, classifying, glossing, annotating, composing]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Identity,ACLFWC118,"Consider and discuss their own and each other’s experiences and ways of expressing identity, reflecting on how the target language links the local, regional and national identity of its speakers with the land[Key concepts: identity, perspective, biography; Key processes: sharing, comparing, considering, reflecting, analysing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Communicating,Reflecting,ACLFWC119,"Participate in intercultural interactions and consider own reactions when engaging with target language speakers and resources, and how these may reflect own language(s) and culture(s)[Key concepts: intercultural experience, perspective, insight, self-reflection, ways of knowing and being, reconciliation, discrimination; Key processes: comparing, analysing, explaining, reflecting, choosing]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Understanding,Systems of language,ACLFWU120,"Produce sounds, stress, intonation patterns of the target language, using a developing phonemic awareness linked to the writing system[Key concepts; metalanguage, patterns, phonetic articulation, syllable; Key processes: identifying, reading, investigating]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Understanding,Systems of language,ACLFWU121,"Expand vocabulary and understand and use a range of grammatical structures in the target language, including inflectional and derivational processes[Key concepts: system, grammatical case, affixation, voice, transitivity, particles, Key processes: explaining, constructing, compounding]",
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Understanding,Systems of language,ACLFWU122,"Investigate spoken, written and visual modes of communication and analyse the form and structures of different types of texts, including their use, function and relationship to social processes[Key concepts: text structure, relationship; Key processes: analysing, investigating, linking, sequencing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Understanding,Systems of language,ACLFWU123,"Investigate how connections between Law, story, ceremony, people and Country/Place are demonstrated and evident in community behaviour[Key concepts: interconnectedness, human relationships, ownership, rights, responsibilities; Key processes: describing, explaining, investigating, exploring]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Understanding,Language variation and change,ACLFWU124,"Analyse variations in language use that reflect different social and cultural contexts, purposes and relationships[Key concepts: respect, silence, kinship; Key processes: examining, explaining, analysing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Understanding,Language variation and change,ACLFWU125,"Understand that languages and cultures change continuously due to contact with one another and in response to new needs and ideas, popular culture, media and new technologies[Key concepts: contact, change; Key processes: exploring, observing, reflecting]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Understanding,Language awareness,ACLFWU126,"Investigate and compare the ecologies of Aboriginal and Torres Strait Islander languages with Indigenous languages in other countries, and consider issues such as languages policy, language rights, language loss, advocacy, reform and multilingualism[Key concepts: environment, boundaries, policy, revival; Key processes: researching, investigating, exploring, considering]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Understanding,Language awareness,ACLFWU127,"Understand and apply cultural norms, skills and protocols associated with learning, using and researching Aboriginal and Torres Strait Islander languages[Key concepts: ownership, ethical behaviour; Key processes: acknowledging, investigating, applying]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Understanding,Role of language and culture,ACLFWU128,"Reflect on how ways of using language are shaped by communities’ ways of thinking, behaving and viewing the world, and the role of language in passing on knowledge[Key concepts: Indigenous knowledge, value transmission; Key processes: reflecting, exploring, analysing, comparing]",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Aboriginal Languages and Torres Strait Islander Languages,Second Language Learner Pathway (L2),Years F–10 Sequence,Years 7 to 10,Understanding,Role of language building,ACLFWU129,"Investigate programs, initiatives and techniques that keep Aboriginal and Torres Strait Islander languages strong[Key concepts: language maintenance, development, building; Key processes: discussing, exploring, investigating, evaluating, language building, language engineering] ",Aboriginal and Torres Strait Islander Histories and Cultures
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Engaging with texts,Accessing the ancient Greek world through Classical Greek texts,ACLCLE001,"Read, comprehend and discuss Classical Greek texts, using vocabulary, grammar and textual cues, to explore the ancient Greek world[Key concepts: language, culture, meaning, experience; Key processes: reading, listening, interpreting, connecting]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Engaging with texts,Accessing the ancient Greek world through Classical Greek texts,ACLCLE002,"Convey information and ideas about the daily life and attitudes of the ancient Greeks, in oral, written and digital forms, using Classical Greek as appropriate[Key concepts: information, culture; Key processes: obtaining, presenting, informing]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Engaging with texts,Responding to texts,ACLCLE003,"Listen to and read Classical Greek texts, such as stories, myths and plays; share reactions and make connections with characters, events, actions, settings and key emotions[Key concepts: imagination, experience, character; Key processes: responding, connecting, describing]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Engaging with texts,Responding to texts,ACLCLE004,"Read aloud, recite or perform Classical Greek texts, using phrasing and voice inflection to convey meaning and to entertain others[Key concepts: performance, emotion; Key processes: reading, presenting]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Engaging with texts,Translating,ACLCLE005,"Translate Classical Greek texts into Standard English, by applying knowledge of vocabulary, accidence and syntax, and linguistic and cultural cues[Key concepts: equivalence, representation; Key processes: interpreting, translating]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Engaging with texts,Translating,ACLCLE006,"Compare different translations and interpretations of Classical Greek texts, and identify features of successful translations[Key concepts: translation, analysis; Key processes: evaluating, explaining and comparing, intertextualising]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Systems of language,ACLCLU007,"Understand the phonological and orthographic systems of Classical Greek, including the restored pronunciation and the written alphabet[Key concepts: sound system, writing system; Key processes: recognising, imitating, copying, writing]",
